"","Country","life_exp_scaled","gni_scaled","yrs_sch_scaled","cluster"
"85","Haiti",1.02585731406474,-1.77172442208067,1.01794459470278,"4"
"86","Honduras",2.0505614336482,1.55293798141301,1.55038521932455,"2"
"87","Hong Kong SAR, China",1.44988230538562,-0.616987888095601,1.45486258057264,"4"
"88","Hungary",1.61739118286039,0.830558563586507,2.70541338698992,"2"
"89","Iceland",1.90097259553335,0.596223012869538,1.08698195255589,"4"
"90","India",1.53221181198356,1.69191107747487,1.66319168762658,"3"
"91","Indonesia",2.72164674493453,1.38154043423911,1.59964709152341,"2"
"92","Iran, Islamic Rep.",1.3551806851293,1.0327581352106,1.08715704181116,"3"
"93","Iraq",1.32401979974441,1.54766578425224,1.36335511555062,"3"
"94","Ireland",1.09641712373691,0.279843868123335,1.19840826867071,"4"
"95","Isle of Man",1.60256069204039,-0.581741148979909,1.37156774795787,"4"
"96","Israel",1.04019493564003,0.50452149412531,2.06339573703857,"4"
"97","Italy",1.92444577411481,0.96878794893332,2.04550503605732,"2"
"98","Jamaica",2.86573479066982,0.695983776939516,0.806226210721169,"2"
"99","Japan",1.61636747710027,1.0740352205655,1.52578578588404,"3"
"100","Jordan",1.88092966450279,1.43749065899567,2.17063400189923,"2"
"101","Kazakhstan",1.03379146448371,0.50460200356583,0.79489217036565,"4"
"102","Kenya",1.17819603514675,2.03182389847508,1.05530789505183,"3"
"103","Kiribati",2.74966565187039,1.59274613699574,2.07833702649155,"2"
"104","Korea, Dem. People's Rep.",0.849487731768699,2.80527756504495,1.06637146525641,"1"
"105","Korea, Rep.",0.780405076388124,1.59717033223984,1.88764673484843,"3"
"106","Kosovo",1.6374932667126,1.72529522399424,1.72318259231388,"3"
"107","Kuwait",2.40729498769191,0.546698406455126,1.8503684107725,"2"
"108","Kyrgyz Republic",1.44472482825736,3.82764865805657,2.23807221826124,"1"
"109","Lao PDR",0.917358463722938,1.87447870808749,0.811585657050779,"3"
"110","Latvia",1.4673447189093,0.187472584837332,1.70198648863714,"4"
"111","Lebanon",1.09319372143081,1.81774254854011,1.49970329382073,"3"
"112","Lesotho",-0.17981495938124,3.32031778302865,0.313193320096267,"1"
"113","Liberia",1.44251915080244,1.42503747490863,1.95804155740695,"3"
"114","Libya",3.37358361381805,0.824197468413697,1.39894453929073,"2"
"115","Liechtenstein",1.37554904413728,-0.16172942990567,1.97955914653948,"4"
"116","Lithuania",1.86275728876368,1.27869004142133,2.02434968637942,"2"
"117","Luxembourg",0.982815773580574,-0.202166676635171,1.59100196715484,"4"
"118","Macao SAR, China",1.3991137759002,0.606163601890189,1.45810786077455,"4"
"119","Madagascar",0.949252926638202,-0.383085835311287,1.77237542975895,"4"
"120","Malawi",0.501217545149098,2.32424880103428,1.0510350328031,"3"
"121","Malaysia",2.91826637752729,1.57900945003445,1.93018569161785,"2"
"122","Maldives",0.780990596328882,1.16148968827837,1.41976608815302,"3"
"123","Mali",0.971155087082127,0.923242638447007,1.40762764588711,"3"
"124","Malta",1.17164598049167,1.92051166562007,2.79458112799482,"3"
"125","Marshall Islands",3.71515191657067,0.67001056925663,2.30837567038629,"2"
"126","Mauritania",1.99081796612425,1.25531401504132,1.09507724534465,"3"
"127","Mauritius",2.45785832108074,1.55991661603277,1.56485436372122,"2"
"128","Mexico",1.96367030878813,1.06283359646293,1.07910856435369,"3"
"129","Micronesia, Fed. Sts.",3.66692115846906,1.43346947552469,1.64842429331213,"2"
"130","Moldova",2.07667730100639,1.28935598590396,1.57967329026353,"2"
"131","Monaco",1.60388448099102,0.788998914083943,1.29072564617586,"3"
"132","Mongolia",1.12787764333571,1.00722867269979,0.938561561057025,"3"
"133","Montenegro",2.11497931999476,1.91451971533386,0.814119430997344,"3"
"134","Morocco",1.68078405454248,1.16931953639911,1.80634742341884,"3"
"135","Mozambique",0.758772058918677,4.44908055501791,0.643871229294475,"1"
"136","Myanmar",1.43425911534296,0.93489067371333,1.77751080396897,"3"
"137","Namibia",0.667614369749465,0.298882548084095,1.15421558034603,"4"
"138","Nauru",1.50576624102162,1.49430403694254,1.55597901500537,"3"
"139","Nepal",1.32874509961249,1.62898962464296,0.861924043646213,"3"
"140","Netherlands",1.72992073159161,-0.158482992338952,1.62015816585922,"4"
"141","New Caledonia",1.67877012443185,1.43107602801849,2.3669749414334,"2"
"142","New Zealand",1.63357532183578,0.776914721617506,0.945579344676179,"3"
"143","Nicaragua",1.17705398553314,1.20101086728404,1.73248958102548,"3"
"144","Niger",0.621321368789525,3.79979339652725,0.871786906274522,"1"
"145","Nigeria",0.951649892153812,2.71378409828786,0.86739561960553,"1"
"146","North Macedonia",2.4826731948746,1.48893863728211,2.39348041314735,"2"
"147","Northern Mariana Islands",1.63451419037991,1.78312760266047,1.52598163407202,"3"
"148","Norway",1.49920077250735,1.1090735438029,2.51456127098291,"2"
"149","Oman",1.81031216034391,0.290905611225953,1.24931025597198,"4"
"150","Pakistan",1.43222320456525,1.83595181508865,0.806164785104085,"3"
"151","Palau",1.51314806116386,0.382051887145437,0.872608727693202,"4"
"152","Panama",2.82104100950942,0.811630171981371,2.44983033445709,"2"
"153","Papua New Guinea",2.13833859760214,1.04871606454139,1.73783425641855,"2"
"154","Paraguay",2.64423547654458,1.14896491470041,1.48246152775935,"2"
"155","Peru",1.49797680614266,1.10577603902623,2.0759623250729,"3"
"156","Philippines",2.8869815267727,1.35358515139855,0.895289285339525,"2"
"157","Poland",2.44756751809513,1.91764003444208,1.44303668843461,"2"
"158","Portugal",1.1351145157802,0.979872719566075,0.851299846569677,"3"
"159","Puerto Rico",1.97602100239045,-0.834911964544274,1.35847312234154,"4"
"160","Qatar",1.25311148856999,0.380413971079076,1.876544647401,"4"
"161","Romania",1.27048539948345,1.74304009169796,0.900624845305241,"3"
"162","Russian Federation",0.684412243570712,1.08074533406036,1.82533814772969,"3"
"163","Rwanda",0.431942414186131,1.78036751510824,0.78997865728064,"3"
"164","Samoa",3.39808970811411,0.586758464790234,1.97283688458682,"2"
"165","San Marino",0.423594296791373,1.91542507218142,-0.878848672239474,"3"
"166","Sao Tome and Principe",1.23497235353256,1.22441872703578,1.52790406265045,"3"
"167","Saudi Arabia",1.73454053160718,1.54456154414062,1.7282343224795,"3"
"168","Senegal",0.639381370100626,1.99331977802277,0.887384596220118,"3"
"169","Serbia",1.55913067069911,1.88177914724397,0.900619263258421,"3"
"170","Seychelles",1.08396133035863,1.96948238971387,1.50442730134812,"3"
"171","Sierra Leone",0.853671518688009,4.31464981664728,1.34412780795958,"1"
"172","Singapore",1.02774487697534,0.815761218189943,0.947790730777778,"3"
"173","Sint Maarten (Dutch part)",2.45510739341387,1.46808910053836,0.788735972022337,"2"
"174","Slovak Republic",1.99322614108262,1.00710197335509,3.08834892198112,"2"
"175","Slovenia",1.41912794358947,1.20533506870254,2.27288344283001,"3"
"176","Solomon Islands",2.87005586955335,2.70677554509421,1.890650298787,"2"
"177","Somalia",1.30031520165247,1.9771124359566,1.1460028534055,"3"
"178","South Africa",0.944324473411985,0.449207044738297,1.67522140751137,"4"
"179","South Sudan",0.317256518989911,1.85899468337499,1.69680504894073,"3"
"180","Spain",0.776264582006662,3.41199269631212,-0.00504686152339128,"1"
"181","Sri Lanka",1.09989422007435,0.79253899116895,1.63458190185018,"3"
"182","St. Kitts and Nevis",3.67496843859383,1.62115327916136,1.70608904841875,"2"
"183","St. Lucia",1.74462000867076,1.87781195993603,-0.382482927564676,"3"
"184","St. Martin (French part)",2.13078213296458,0.68757192805149,1.94246730763637,"2"
"185","St. Vincent and the Grenadines",1.67512660149907,1.40320133033211,1.38445854153398,"3"
"186","Sudan",1.38000437271367,-2.04533992690127,1.53787378319239,"4"
"187","Suriname",1.10828664111986,1.44284623849166,1.12701475996499,"3"
"188","Sweden",2.02259429547879,0.301366674806022,1.25090766125712,"4"
"189","Switzerland",1.7880505649913,0.69837026403299,2.12516564251089,"2"
"190","Syrian Arab Republic",1.04277438146695,1.18168490510273,1.39426322839698,"3"
"191","Tajikistan",1.0374098226435,3.10985519749514,1.59467182724261,"1"
"192","Tanzania",0.861215338856346,1.40313571531888,0.89938237704355,"3"
"193","Thailand",1.37270639452413,1.03642517202227,1.18388590871912,"3"
"194","Timor-Leste",0.896504336837834,0.850286333963105,1.52679464134813,"3"
"195","Togo",1.12535181005856,1.92221225985998,1.17317453839114,"3"
"196","Tonga",3.03180146634113,2.05000094397927,1.72772609893307,"2"
"197","Trinidad and Tobago",1.73829797965414,1.94152866402259,2.1853847892536,"2"
"198","Tunisia",2.72075538226591,0.718567782841199,1.23273518202977,"2"
"199","Turkiye",1.13874930607128,2.14998937537827,0.200636940980173,"3"
"200","Turkmenistan",1.93346789430572,1.53664130023392,1.9774350175657,"2"
"201","Turks and Caicos Islands",3.14197012290987,0.75502711314011,2.76883586022265,"2"
"202","Tuvalu",4.37044299298698,1.28164203249693,2.59830306875011,"2"
"203","Uganda",0.676720767810225,1.23497060654257,0.82980489320361,"3"
"204","Ukraine",2.03940611517343,0.012647343860252,2.04240697363312,"4"
"205","United Arab Emirates",1.54052589804659,0.391921598714506,0.910536842330845,"4"
"206","United Kingdom",1.99752941073967,0.624693753514219,1.38578993393257,"4"
"207","United States",3.04894194002927,0.761372721089168,1.94058609219348,"2"
"208","Uruguay",2.15302822874903,1.09042667384865,1.75518305575038,"2"
"209","Uzbekistan",1.82912419929678,1.26582558805706,2.20766477761585,"2"
"210","Vanuatu",3.9537332892816,0.786410502150571,2.01821292661069,"2"
"211","Venezuela, RB",3.44780016704568,2.41463011815047,2.0854022650551,"2"
"212","Viet Nam",3.13648831588343,2.25256031776278,1.6067311125362,"2"
"213","Virgin Islands (U.S.)",2.43393230679743,0.721371014580488,1.99133766554707,"2"
"214","West Bank and Gaza",1.30930170615564,0.919820311886055,0.309492171949454,"3"
"215","Yemen, Rep.",1.97042399908658,1.41103823286943,2.48437980546596,"2"
"216","Zambia",0.592973541975324,2.2137275547698,0.91408465759422,"3"
"217","Zimbabwe",0.0990548105526205,3.82210574738923,0.453321034489669,"1"
